Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Height_mean,Depth_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,EV_filename,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Corrected_length,Corrected_thickness,3D_school_volume,ABC,Area_Backscatter_Strength,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean
104,"GRID_A_N_5_10_12","North Grid",245,-79.400315,26.027850,52.599055,37.727692,17893,18768,24.179398,20110510, 11:58:52.1630,48.17795478,-122.72349450,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000030866058,-9999.000000,199.461887,-9999.000000,0.00000060387418,-62.1905353964,0,"Unassigned",100.000000,-40.000000,1.000000,20712.304899,20712.304899,52.599055,34.727692,58.416144,3.750000
106,"GRID_A_N_5_10_11","North Grid",245,-77.059969,40.650684,47.926198,40.656553,18935,19915,25.898508,20110510, 12:17:28.4560,48.17568385,-122.71690756,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000012797318,-9999.000000,199.461887,-9999.000000,0.00000094313970,-60.2542397274,0,"Unassigned",100.000000,-40.000000,1.000000,32348.786788,32348.786788,47.926198,37.656553,57.309015,3.750000
108,"GRID_A_N_5_10_10","North Grid",245,-71.761042,139.438197,48.528190,42.245371,20132,20824,27.522450,20110510, 12:35:24.6270,48.17203940,-122.71336379,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000247642921,-9999.000000,199.461887,-9999.000000,0.00000323511649,-54.9011007632,0,"Unassigned",100.000000,-40.000000,1.000000,110961.391393,110961.391393,48.528190,39.245371,58.573803,3.750000
110,"GRID_A_N_5_10_09","North Grid",245,-74.032224,66.340985,38.950450,35.288838,20965,21751,29.238810,20110510, 12:50:22.5630,48.16969723,-122.70717054,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000060038047,-9999.000000,199.461887,-9999.000000,0.00000153918236,-58.1270992208,0,"Unassigned",100.000000,-40.000000,1.000000,52792.478065,52792.478065,38.950450,32.288838,45.033937,3.750000
112,"GRID_A_N_5_10_08","North Grid",245,-74.916991,57.416406,41.327894,35.781119,21967,22639,30.862777,20110510, 13:06:10.5100,48.16546579,-122.70414000,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000063820904,-9999.000000,199.461887,-9999.000000,0.00000133212252,-58.7545582891,0,"Unassigned",100.000000,-40.000000,1.000000,45690.524267,45690.524267,41.327894,32.781119,47.516523,3.750000
114,"GRID_A_N_5_10_07","North Grid",245,-76.718969,36.154433,39.406388,39.540274,22798,23450,32.418705,20110510, 13:20:19.1830,48.16280667,-122.69875500,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000042536266,-9999.000000,199.461887,-9999.000000,0.00000083882183,-60.7633027335,0,"Unassigned",100.000000,-40.000000,1.000000,28770.784024,28770.784024,39.406388,36.540274,47.639085,3.750000
116,"GRID_A_N_5_10_06","North Grid",245,-80.468679,17.406890,44.988057,42.692670,23654,24148,33.775495,20110510, 13:33:32.7830,48.15755496,-122.69703289,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000035589135,-9999.000000,199.461887,-9999.000000,0.00000040385862,-63.9377064549,0,"Unassigned",100.000000,-40.000000,1.000000,13851.963061,13851.963061,44.988057,39.692670,56.284986,3.750000
118,"GRID_A_N_5_10_05","North Grid",245,-82.369833,10.505771,42.064851,40.744961,24236,24755,34.855688,20110510, 13:43:42.0070,48.15651129,-122.69343761,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000025398048,-9999.000000,199.461887,-9999.000000,0.00000024374521,-66.1306391061,0,"Unassigned",100.000000,-40.000000,1.000000,8360.226805,8360.226805,42.064851,37.744961,52.261928,3.750000
120,"GRID_A_N_5_10_04","North Grid",245,-83.896220,7.542944,42.921118,39.991812,24983,25392,36.036900,20110510, 13:55:40.4420,48.15402191,-122.69251815,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000004683230,-9999.000000,199.461887,-9999.000000,0.00000017500443,-67.5695095576,0,"Unassigned",100.000000,-40.000000,1.000000,6002.484047,6002.484047,42.921118,36.991812,54.726378,3.750000
122,"GRID_A_N_5_10_03","North Grid",245,-80.165185,18.409818,44.368648,38.221282,25436,25886,36.999804,20110510, 14:03:56.4110,48.15254833,-122.69067667,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.10_c.EV",-999.000000,1,1,0.00000044349993,-9999.000000,199.461887,-9999.000000,0.00000042712762,-63.6944234155,0,"Unassigned",100.000000,-40.000000,1.000000,14650.067600,14650.067600,44.368648,35.221282,55.377839,3.750000
