Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Height_mean,Depth_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,EV_filename,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Corrected_length,Corrected_thickness,3D_school_volume,ABC,Area_Backscatter_Strength,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean
101,"GRID_A_N_5_08_01","North Grid",239,-83.641540,8.932720,47.934249,34.880257,1799,2265,3.891830,20110508, 13:09:36.3980,48.14966450,-122.68536438,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000021371810,-9999.000000,199.461887,-9999.000000,0.00000020724874,-66.8350810172,0,"Unassigned",100.000000,-40.000000,1.000000,7108.432904,7108.432904,47.934249,31.880257,54.799507,3.750000
103,"GRID_A_N_5_08_02","North Grid",239,-84.009090,7.518916,43.910907,35.549538,2356,2749,4.727834,20110508, 13:18:30.4850,48.15081333,-122.68802167,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000006925972,-9999.000000,199.461887,-9999.000000,0.00000017444696,-67.5833658401,0,"Unassigned",100.000000,-40.000000,1.000000,5983.363478,5983.363478,43.910907,32.549538,54.148449,3.750000
105,"GRID_A_N_5_08_03","North Grid",239,-82.967289,9.086648,41.748488,36.693845,2821,3331,5.707280,20110508, 13:27:25.5820,48.15304833,-122.68955667,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000014356548,-9999.000000,199.461887,-9999.000000,0.00000021082002,-66.7608815276,0,"Unassigned",100.000000,-40.000000,1.000000,7230.924342,7230.924342,41.748488,33.693845,53.586682,3.750000
107,"GRID_A_N_5_08_04","North Grid",239,-83.750634,7.845051,43.168537,38.213270,3421,3880,6.645430,20110508, 13:37:11.7710,48.15430509,-122.69253073,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000010727000,-9999.000000,199.461887,-9999.000000,0.00000018201364,-67.3989606254,0,"Unassigned",100.000000,-40.000000,1.000000,6242.893234,6242.893234,43.168537,35.213270,53.019121,3.750000
109,"GRID_A_N_5_08_05","North Grid",239,-85.286814,5.151960,40.379611,40.093550,3954,4461,7.711517,20110508, 13:46:48.9190,48.15631909,-122.69406953,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000006944137,-9999.000000,199.461887,-9999.000000,0.00000011953104,-69.2251931103,0,"Unassigned",100.000000,-40.000000,1.000000,4099.799888,4099.799888,40.379611,37.093550,51.904395,3.750000
111,"GRID_A_N_5_08_06","North Grid",239,-82.524074,9.769901,40.532721,41.359061,4572,5168,8.794969,20110508, 13:57:59.2770,48.15796654,-122.69643386,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000028911696,-9999.000000,199.461887,-9999.000000,0.00000022667223,-66.4460167402,0,"Unassigned",100.000000,-40.000000,1.000000,7774.640139,7774.640139,40.532721,38.359061,54.044357,3.750000
113,"GRID_A_N_5_08_07","North Grid",239,-84.073802,6.403467,37.958022,38.452255,5371,6044,10.323674,20110508, 14:12:16.9780,48.16263178,-122.69806406,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000015162877,-9999.000000,199.461887,-9999.000000,0.00000014856734,-68.2807665996,0,"Unassigned",100.000000,-40.000000,1.000000,5095.717113,5095.717113,37.958022,35.452255,45.935568,3.750000
115,"GRID_A_N_5_08_08","North Grid",239,-83.375614,7.888417,39.816167,36.791612,6235,6955,11.919558,20110508, 14:27:25.8250,48.16488299,-122.70421355,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000014860245,-9999.000000,199.461887,-9999.000000,0.00000018301979,-67.3750195913,0,"Unassigned",100.000000,-40.000000,1.000000,6277.403007,6277.403007,39.816167,33.791612,47.036599,3.750000
117,"GRID_A_N_5_08_09","North Grid",239,-78.522467,23.584707,38.939054,35.042547,7081,7883,13.542792,20110508, 14:42:23.6360,48.16907667,-122.70803833,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000105979840,-9999.000000,199.461887,-9999.000000,0.00000054719064,-62.6186134275,0,"Unassigned",100.000000,-40.000000,1.000000,18768.113772,18768.113772,38.939054,32.042547,45.060350,3.750000
119,"GRID_A_N_5_08_10","North Grid",239,-83.918742,8.125894,46.478653,42.316786,8057,8838,15.243565,20110508, 14:59:04.6510,48.17213530,-122.71304303,"C:\Users\JPeraza\Documents\UW Summer 2022\EV Files\Mobile\Turbulence Removed\NR.May.08_c.EV",-999.000000,1,1,0.00000034398869,-9999.000000,199.461887,-9999.000000,0.00000018852950,-67.2462067718,0,"Unassigned",100.000000,-40.000000,1.000000,6466.381050,6466.381050,46.478653,39.316786,57.124997,3.750000
